total 28
drwxr-xr-x 4 dam dam 4096 oct 30 17:05 .
drwxrwxr-x 5 dam dam 4096 oct 28 17:17 ..
-rw-r--r-- 1 dam dam   37 sep 30 15:13 .gitignore
-rw-r--r-- 1 dam dam 2085 oct 23 16:53 pom.xml
-rw-r--r-- 1 dam dam 1490 oct  7 15:32 README.md
drwxr-xr-x 4 dam dam 4096 sep 30 16:13 src
drwxrwxr-x 7 dam dam 4096 oct 30 17:05 target
USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.0  0.0  23240 13736 ?        Ss   16:22   0:01 /sbin/init splash
root         113  0.0  0.0      0     0 ?        I<   16:22   0:00 [kworker/R-edac-]
root         114  0.0  0.0      0     0 ?        I    16:22   0:01 [kworker/u64:1-gfx_low]
root         115  0.0  0.0      0     0 ?        I<   16:22   0:00 [kworker/R-devfr]
root         116  0.0  0.0      0     0 ?        S    16:22   0:00 [watchdogd]
root         117  0.0  0.0      0     0 ?        I<   16:22   0:00 [kworker/2:1H-kblockd]
root         118  0.0  0.0      0     0 ?        S    16:22   0:00 [kswapd0]
root         119  0.0  0.0      0     0 ?        S    16:22   0:00 [ecryptfs-kthread]
root         120  0.0  0.0      0     0 ?        I<   16:22   0:00 [kworker/R-kthro]
root         129  0.0  0.0      0     0 ?        I<   16:22   0:00 [kworker/R-acpi_]
root         130  0.0  0.0      0     0 ?        I    16:22   0:00 [kworker/2:2-events]
root         131  0.0  0.0      0     0 ?        I<   16:22   0:00 [kworker/R-mld]
root         132  0.0  0.0      0     0 ?        I<   16:22   0:00 [kworker/R-ipv6_]
root         134  0.0  0.0      0     0 ?        I<   16:22   0:00 [kworker/1:1H-kblockd]
root         141  0.0  0.0      0     0 ?        I<   16:22   0:00 [kworker/R-kstrp]
root         143  0.0  0.0      0     0 ?        I<   16:22   0:00 [kworker/u67:0]
root         151  0.0  0.0      0     0 ?        I<   16:22   0:00 [kworker/R-crypt]
root         153  0.0  0.0      0     0 ?        I    16:22   0:00 [kworker/7:3-rcu_gp]
root         162  0.0  0.0      0     0 ?        I<   16:22   0:00 [kworker/R-charg]
root         190  0.0  0.0      0     0 ?        I<   16:22   0:00 [kworker/8:1H-kblockd]
root         193  0.0  0.0      0     0 ?        I<   16:22   0:00 [kworker/0:1H-kblockd]
root         197  0.0  0.0      0     0 ?        I<   16:22   0:00 [kworker/9:1H-kblockd]
root         204  0.0  0.0      0     0 ?        I<   16:22   0:00 [kworker/3:1H-kblockd]
root         206  0.0  0.0      0     0 ?        I<   16:22   0:00 [kworker/7:1H-kblockd]
root         217  0.0  0.0      0     0 ?        I<   16:22   0:00 [kworker/4:1H-kblockd]
root         218  0.0  0.0      0     0 ?        I<   16:22   0:00 [kworker/11:1H-kblockd]
root         223  0.0  0.0      0     0 ?        I<   16:22   0:00 [kworker/10:1H-kblockd]
root         225  0.0  0.0      0     0 ?        I<   16:22   0:00 [kworker/5:1H-kblockd]
root         233  0.0  0.0      0     0 ?        S    16:22   0:00 [scsi_eh_0]
root         234  0.0  0.0      0     0 ?        I<   16:22   0:00 [kworker/R-scsi_]
root         235  0.0  0.0      0     0 ?        S    16:22   0:00 [scsi_eh_1]
root         236  0.0  0.0      0     0 ?        I<   16:22   0:00 [kworker/R-scsi_]
root         237  0.0  0.0      0     0 ?        S    16:22   0:00 [scsi_eh_2]
root         238  0.0  0.0      0     0 ?        I<   16:22   0:00 [kworker/R-scsi_]
root         239  0.0  0.0      0     0 ?        S    16:22   0:00 [scsi_eh_3]
root         240  0.0  0.0      0     0 ?        I<   16:22   0:00 [kworker/R-scsi_]
root         241  0.0  0.0      0     0 ?        S    16:22   0:00 [scsi_eh_4]
root         242  0.0  0.0      0     0 ?        I<   16:22   0:00 [kworker/R-scsi_]
root         243  0.0  0.0      0     0 ?        S    16:22   0:00 [scsi_eh_5]
root         244  0.0  0.0      0     0 ?        I<   16:22   0:00 [kworker/R-scsi_]
root         245  0.0  0.0      0     0 ?        S    16:22   0:00 [scsi_eh_6]
root         246  0.0  0.0      0     0 ?        I<   16:22   0:00 [kworker/R-scsi_]
root         247  0.0  0.0      0     0 ?        S    16:22   0:00 [scsi_eh_7]
root         248  0.0  0.0      0     0 ?        I<   16:22   0:00 [kworker/R-scsi_]
root         256  0.0  0.0      0     0 ?        S    16:22   0:00 [scsi_eh_8]
root         257  0.0  0.0      0     0 ?        I<   16:22   0:00 [kworker/R-scsi_]
root         258  0.0  0.0      0     0 ?        S    16:22   0:00 [scsi_eh_9]
root         259  0.0  0.0      0     0 ?        I<   16:22   0:00 [kworker/R-scsi_]
root         262  0.0  0.0      0     0 ?        I    16:22   0:00 [kworker/u65:11-events_power_efficient]
root         263  0.0  0.0      0     0 ?        I<   16:22   0:00 [kworker/6:1H-kblockd]
root         264  0.0  0.0      0     0 ?        S    16:22   0:00 [scsi_eh_10]
root         265  0.0  0.0      0     0 ?        I<   16:22   0:00 [kworker/R-scsi_]
root         287  0.0  0.0      0     0 ?        I    16:22   0:00 [kworker/8:3-cgroup_destroy]
root         296  0.0  0.0      0     0 ?        S    16:22   0:00 [scsi_eh_11]
root         297  0.0  0.0      0     0 ?        I<   16:22   0:00 [kworker/R-scsi_]
root         298  0.0  0.0      0     0 ?        S    16:22   0:00 [usb-storage]
root         300  0.0  0.0      0     0 ?        I<   16:22   0:00 [kworker/R-uas]
root         303  0.0  0.0      0     0 ?        I    16:22   0:00 [kworker/9:2-mm_percpu_wq]
root         332  0.0  0.0      0     0 ?        I<   16:22   0:00 [kworker/R-raid5]
root         382  0.0  0.0      0     0 ?        S    16:22   0:00 [jbd2/sdb3-8]
root         383  0.0  0.0      0     0 ?        I<   16:22   0:00 [kworker/R-ext4-]
root         446  0.0  0.0  83496 17072 ?        S<s  16:22   0:00 /usr/lib/systemd/systemd-journald
root         477  0.0  0.0      0     0 ?        I<   16:22   0:00 [kworker/R-rpcio]
root         478  0.0  0.0      0     0 ?        I<   16:22   0:00 [kworker/R-xprti]
root         479  0.0  0.0      0     0 ?        I<   16:22   0:00 [kworker/R-nvme-]
root         480  0.0  0.0      0     0 ?        I<   16:22   0:00 [kworker/R-nvme-]
root         481  0.0  0.0      0     0 ?        I<   16:22   0:00 [kworker/R-nvme-]
root         482  0.0  0.0      0     0 ?        I<   16:22   0:00 [kworker/R-nvme-]
root         529  0.0  0.0  30200  7936 ?        Ss   16:22   0:00 /usr/lib/systemd/systemd-udevd
root         530  0.0  0.0      0     0 ?        I    16:22   0:00 [kworker/4:2-events]
root         533  0.0  0.0      0     0 ?        S    16:22   0:00 [psimon]
root         909  0.0  0.0      0     0 ?        I<   16:22   0:00 [kworker/R-amdgp]
root         913  0.0  0.0      0     0 ?        S    16:22   0:00 [jbd2/sda1-8]
root         914  0.0  0.0      0     0 ?        I<   16:22   0:00 [kworker/R-ext4-]
root         917  0.0  0.0      0     0 ?        S    16:22   0:00 [jbd2/sdb4-8]
root         918  0.0  0.0      0     0 ?        I<   16:22   0:00 [kworker/R-ext4-]
root         920  0.0  0.0      0     0 ?        I<   16:22   0:00 [kworker/R-ttm]
root         922  0.0  0.0      0     0 ?        I<   16:22   0:00 [kworker/R-amdgp]
root         923  0.0  0.0      0     0 ?        I<   16:22   0:00 [kworker/R-amdgp]
root         924  0.0  0.0      0     0 ?        I<   16:22   0:00 [kworker/R-amdgp]
root         925  0.0  0.0      0     0 ?        I<   16:22   0:00 [kworker/R-dm_vb]
root         926  0.0  0.0      0     0 ?        S    16:22   0:00 [card1-crtc0]
root         927  0.0  0.0      0     0 ?        S    16:22   0:00 [card1-crtc1]
root         928  0.0  0.0      0     0 ?        S    16:22   0:00 [card1-crtc2]
root         929  0.0  0.0      0     0 ?        S    16:22   0:00 [card1-crtc3]
root         942  0.0  0.0      0     0 ?        S<   16:22   0:00 [spl_system_task]
root         943  0.0  0.0      0     0 ?        S<   16:22   0:00 [spl_delay_taskq]
root         944  0.0  0.0      0     0 ?        S<   16:22   0:00 [spl_dynamic_tas]
root         945  0.0  0.0      0     0 ?        S<   16:22   0:00 [spl_kmem_cache]
root         948  0.0  0.0      0     0 ?        S<   16:22   0:00 [zvol]
root         949  0.0  0.0      0     0 ?        S    16:22   0:00 [arc_prune]
root         950  0.0  0.0      0     0 ?        S    16:22   0:00 [arc_evict]
root         951  0.0  0.0      0     0 ?        SN   16:22   0:00 [arc_reap]
root         952  0.0  0.0      0     0 ?        S    16:22   0:00 [dbu_evict]
root         953  0.0  0.0      0     0 ?        SN   16:22   0:00 [dbuf_evict]
root         954  0.0  0.0      0     0 ?        SN   16:22   0:00 [z_vdev_file]
root         955  0.0  0.0      0     0 ?        S    16:22   0:00 [l2arc_feed]
_rpc        1054  0.0  0.0   7968  3840 ?        Ss   16:22   0:00 /sbin/rpcbind -f -w
systemd+    1061  0.0  0.0  21824 13056 ?        Ss   16:22   0:00 /usr/lib/systemd/systemd-resolved
systemd+    1062  0.0  0.0  91560  8064 ?        Ssl  16:22   0:00 /usr/lib/systemd/systemd-timesyncd
root        1084  0.0  0.0   5140  1536 ?        Ss   16:22   0:00 /usr/sbin/blkmapd
root        1095  0.0  0.0      0     0 ?        I    16:22   0:00 [kworker/11:2-mm_percpu_wq]
root        1116  0.0  0.0   5632  2816 ?        Ss   16:22   0:00 /usr/sbin/nfsdcld
root        1151  0.0  0.0 316472  8020 ?        Ssl  16:22   0:00 /usr/libexec/accounts-daemon
avahi       1156  0.0  0.0   8756  4224 ?        Ss   16:22   0:00 avahi-daemon: running [a108pc16.local]
message+    1160  0.0  0.0  11948  6144 ?        Ss   16:22   0:00 @dbus-daemon --system --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
root        1163  0.0  0.0   5428  3456 ?        Ss   16:22   0:00 /usr/sbin/fsidd
root        1167  0.0  0.0  83016  3968 ?        Ssl  16:22   0:00 /usr/sbin/irqbalance
polkitd     1203  0.0  0.0 385044 10604 ?        Ssl  16:22   0:00 /usr/lib/polkit-1/polkitd --no-debug
root        1204  0.0  0.0 316380  7552 ?        Ssl  16:22   0:00 /usr/libexec/power-profiles-daemon
prometh+    1210  0.0  0.0 1611376 15488 ?       Ssl  16:22   0:00 /usr/bin/prometheus-node-exporter
root        1218  0.0  0.0  12560  6656 ?        Ss   16:22   0:00 /usr/sbin/smartd -n
root        1226  0.0  0.0 312468  6656 ?        Ssl  16:22   0:00 /usr/libexec/switcheroo-control
root        1227  0.0  0.0  18124  8876 ?        Ss   16:22   0:00 /usr/lib/systemd/systemd-logind
root        1228  0.0  0.0  17540  7552 ?        Ss   16:22   0:00 /usr/lib/systemd/systemd-machined
root        1230  0.0  0.0 258812 14208 ?        Ssl  16:22   0:01 /usr/bin/touchegg --daemon
root        1233  0.0  0.0 469572 14452 ?        Ssl  16:22   0:00 /usr/libexec/udisks2/udisksd
root        1241  0.0  0.0  76492 14464 ?        Ss   16:22   0:00 /usr/sbin/virtlockd
root        1243  0.0  0.0  76496 14080 ?        Ss   16:22   0:00 /usr/sbin/virtlogd
root        1247  0.0  0.0 102120  5376 ?        Ssl  16:22   0:00 zed -F
